days,<TIME>,<OPEN>
1196,16,14864.33
1196,18,14865.14
1197,1,14865.14
1197,9,14865.14
1197,10,14828.07
1197,11,14813.92
1197,12,14835.0
1197,13,14842.03
1197,14,14835.99
1197,15,14834.38
1197,16,14859.39
1197,18,14865.06
1198,1,14865.06
1198,18,14865.06
1198,21,14865.06
1199,1,14865.06
1199,19,14865.06
1200,1,14865.06
1200,9,14865.06
1200,10,14796.48
1200,11,14798.17
1200,12,14735.77
1200,13,14699.07
1200,14,14698.72
1200,15,14670.11
1200,16,14610.03
1200,18,14599.2
1201,1,14599.2
1201,9,14599.2
1201,10,14699.89
1201,11,14674.15
1201,12,14728.36
1201,13,14748.59
1201,14,14725.58
1201,15,14701.03
1201,16,14755.44
1201,18,14756.78
1202,1,14756.78
1202,9,14756.78
1202,10,14648.31
1202,11,14581.29
1202,12,14608.09
1202,13,14598.85
1202,14,14617.91
1202,15,14616.75
1202,16,14625.45
1202,18,14618.59
1203,1,14618.59
1203,9,14618.59
1203,10,14573.49
1203,11,14611.37
1203,12,14562.07
1203,13,14578.91
1203,14,14566.16
1203,15,14508.11
1203,16,14538.22
1203,18,14537.14
1204,1,14537.14
1204,9,14537.14
1204,10,14480.28
1204,11,14492.28
1204,12,14523.85
1204,13,14500.6
1204,14,14512.27
1204,15,14519.26
1204,16,14549.67
1204,18,14547.51
1205,1,14547.51
1205,18,14547.51
1205,21,14547.51
1206,1,14547.51
1206,18,14547.51
1207,1,14547.51
1207,9,14547.51
1207,10,14528.01
1207,11,14486.3
1207,12,14507.7
1207,13,14539.14
1207,14,14528.89
1207,15,14569.76
1207,16,14564.81
1207,18,14567.17
1208,1,14567.17
1208,9,14567.17
1208,10,14680.42
1208,11,14699.38
1208,12,14714.97
1208,13,14701.85
1208,14,14698.31
1208,15,14693.77
1208,16,14719.28
1208,18,14719.46
1209,1,14719.46
1209,9,14719.46
1209,10,14711.91
1209,11,14706.44
1209,12,14692.34
1209,13,14682.4
1209,14,14697.22
1209,15,14713.02
1209,16,14669.3
1209,18,14676.3
1210,1,14676.3
1210,9,14676.3
1210,10,14692.93
1210,11,14752.02
1210,12,14743.95
1210,13,14750.21
1210,14,14764.73
1210,15,14724.81
1210,16,14698.67
1210,18,14700.8
1211,1,14700.8
1211,9,14700.8
1211,10,14725.75
1211,11,14713.55
1211,12,14696.54
1211,13,14704.63
1211,14,14717.48
1211,15,14718.1
1211,16,14718.47
1211,18,14712.55
1212,1,14712.55
1212,18,14712.55
1212,21,14712.55
1213,1,14712.55
1213,18,14712.55
1214,1,14712.55
1214,9,14712.55
1214,10,14746.11
1214,11,14788.67
1214,12,14782.87
1214,13,14810.52
1214,14,14836.56
1214,15,14831.56
1214,16,14808.25
1214,18,14818.75
1215,1,14818.75
1215,9,14818.75
1215,10,14758.02
1215,11,14783.45
1215,12,14811.76
1215,13,14827.86
1215,14,14835.6
1215,15,14828.73
1215,16,14833.26
1215,18,14839.8
1216,1,14839.8
1216,9,14839.8
1216,10,14789.03
1216,11,14791.11
1216,12,14784.77
1216,13,14760.61
1216,14,14728.17
1216,15,14755.79
1216,16,14700.81
1216,18,14700.95
1217,1,14700.95
1217,9,14700.95
1217,10,14742.49
1217,11,14772.28
1217,12,14821.61
1217,13,14817.47
1217,14,14828.18
1217,15,14830.23
1217,16,14827.66
1217,18,14831.58
1218,1,14831.58
1218,9,14831.58
1218,10,14976.99
1218,11,15004.16
1218,12,14983.49
1218,13,14998.8
1218,14,14978.77
1218,15,14972.45
1218,16,14971.65
1218,18,14973.96
1219,1,14973.96
1219,18,14973.96
1219,21,14973.96
1220,1,14973.96
1220,16,14973.96
1220,18,14973.96
1221,1,14973.96
1221,9,14973.96
1221,10,14947.71
1221,11,14948.45
1221,12,14973.8
1221,13,14973.88
1221,14,14986.39
1221,15,14977.73
1221,16,14967.78
1221,18,14968.89
1222,1,14968.89
1222,9,14968.89
1222,10,15012.11
1222,11,15005.35
1222,12,15004.3
1222,13,15035.3
1222,14,15046.64
1222,15,15051.9
1222,16,15051.38
1222,18,15056.2
1223,1,15056.2
1223,9,15056.2
1223,10,15043.81
1223,11,15054.57
1223,12,15070.22
1223,13,15067.54
1223,14,15068.78
1223,15,15070.05
1223,16,15104.76
1223,18,15105.12
1224,1,15105.12
1224,9,15105.12
1224,10,15114.13
1224,11,15082.89
1224,12,15099.27
1224,13,15121.03
1224,14,15135.56
1224,15,15071.16
1224,16,15070.29
1224,18,15082.62
1224,19,15082.62
1225,1,15082.62
1225,9,15082.62
1225,10,15093.43
1225,11,15074.6
1225,12,15050.23
1225,13,15058.43
1225,14,15067.14
1225,15,15072.19
1225,16,15110.0
1225,18,15118.49
1226,1,15118.49
1226,18,15118.49
1226,21,15118.49
1227,1,15118.49
1227,18,15118.49
1228,1,15118.49
1228,9,15113.42
1228,10,15064.31
1228,11,15084.66
1228,12,15094.84
1228,13,15087.44
1228,14,15072.38
1228,15,15093.93
1228,16,15093.6
1228,18,15091.68
1229,1,15091.68
1229,9,15092.15
1229,10,15129.28
1229,11,15177.79
1229,12,15175.29
1229,13,15175.46
1229,14,15172.53
1229,15,15169.71
1229,16,15209.91
1229,18,15215.25
1230,1,15215.25
1230,9,15211.87
1230,10,15199.5
1230,11,15211.15
1230,12,15260.58
1230,13,15288.85
1230,14,15244.29
1230,15,15230.51
1230,16,15272.7
1230,18,15275.69
1231,1,15275.69
1231,9,15273.92
1231,10,15281.9
1231,11,15267.61
1231,12,15286.41
1231,13,15287.68
1231,14,15278.26
1231,15,15257.49
1231,16,15238.98
1231,18,15233.22
1232,1,15233.22
1232,9,15234.75
1232,10,15286.18
1232,11,15287.27
1232,12,15292.1
1232,13,15285.72
1232,14,15286.84
1232,15,15328.33
1232,16,15347.08
1232,18,15354.4
1233,1,15354.4
1233,18,15354.4
1233,21,15354.4
1234,1,15354.4
1234,18,15354.4
1235,1,15354.4
1235,9,15348.33
1235,10,15330.97
1235,11,15347.36
1235,12,15380.89
1235,13,15369.01
1235,14,15341.09
1235,15,15340.04
1235,16,15332.69
1235,18,15335.28
1236,1,15335.28
1236,9,15334.97
1236,10,15389.41
1236,11,15341.11
1236,12,15372.04
1236,13,15386.66
1236,14,15407.46
1236,15,15411.52
1236,16,15389.28
1236,18,15387.58
1237,1,15387.58
1237,9,15387.12
1237,10,15429.6
1237,11,15447.94
1237,12,15499.21
1237,13,15484.33
1237,14,15414.75
1237,15,15359.62
1237,16,15303.15
1237,18,15307.17
1238,1,15307.17
1238,9,15300.57
1238,10,15196.39
1238,11,15239.35
1238,12,15300.69
1238,13,15301.79
1238,14,15294.04
1238,15,15326.42
1238,16,15297.05
1238,18,15294.5
1239,1,15294.5
1239,9,15290.74
1239,10,15233.59
1239,11,15245.46
1239,12,15263.65
1239,13,15260.03
1239,14,15288.82
1239,15,15295.26
1239,16,15301.05
1239,18,15303.1
1240,1,15303.1
1240,18,15303.1
1240,21,15303.1
1241,1,15303.1
1241,18,15303.1
1242,1,15303.1
1242,18,15303.1
1243,1,15303.1
1243,9,15307.33
1243,10,15480.88
1243,11,15494.73
1243,12,15454.62
1243,13,15454.37
1243,14,15398.89
1243,15,15412.93
1243,16,15416.44
1243,18,15409.39
1244,1,15409.39
1244,9,15399.94
1244,10,15321.1
1244,11,15244.66
1244,12,15293.85
1244,13,15252.51
1244,14,15329.12
1244,15,15317.51
1244,16,15310.98
1244,18,15302.8
1245,1,15302.8
1245,9,15306.02
1245,10,15376.12
1245,11,15378.56
1245,12,15377.39
1245,13,15372.46
1245,14,15387.69
1245,15,15391.57
1245,16,15329.68
1245,18,15324.53
1246,1,15324.53
1246,9,15322.22
1246,10,15319.22
1246,11,15312.71
1246,12,15350.62
1246,13,15328.16
1246,14,15321.31
1246,15,15238.91
1246,16,15143.5
1246,18,15115.57
1247,1,15115.57
1247,18,15115.57
1247,21,15115.57
1248,1,15115.57
1248,18,15115.57
1249,1,15115.57
1249,9,15123.55
1249,10,15161.32
1249,11,15174.63
1249,12,15171.9
1249,13,15167.23
1249,14,15168.77
1249,15,15193.23
1249,16,15249.7
1249,18,15254.03
1250,1,15254.03
1250,9,15255.22
1250,10,15277.85
1250,11,15245.11
1250,12,15264.37
1250,13,15212.66
1250,14,15141.72
1250,15,15143.01
1250,16,15179.92
1250,18,15177.54
1251,1,15177.54
1251,9,15168.1
1251,10,15125.23
1251,11,15079.68
1251,12,15029.86
1251,13,14990.2
1251,14,14997.64
1251,15,14993.7
1251,16,14957.72
1251,18,14960.59
1252,1,14960.59
1252,9,14955.45
1252,10,14977.9
1252,11,14971.02
1252,12,14919.88
1252,13,14861.71
1252,14,14915.79
1252,15,14973.41
1252,16,15031.76
1252,18,15040.62
1253,1,15040.62
1253,9,15044.46
1253,10,15133.98
1253,11,15205.37
1253,12,15211.62
1253,13,15208.54
1253,14,15195.49
1253,15,15210.32
1253,16,15248.3
1253,18,15248.12
1254,1,15248.12
1254,18,15248.12
1254,21,15248.12
1255,1,15248.12
1255,18,15248.12
1256,1,15248.12
1256,9,15247.81
1256,10,15247.81
1256,11,15257.0
1256,12,15262.66
1256,13,15236.64
1256,14,15238.58
1256,15,15262.09
1256,16,15227.15
1256,18,15238.59
1257,1,15238.59
1257,9,15231.38
1257,10,15118.85
1257,11,15173.56
1257,12,15226.96
1257,13,15213.5
1257,14,15130.74
1257,15,15182.99
1257,16,15121.58
1257,18,15122.02
1258,1,15122.02
1258,9,15130.39
1258,10,15187.31
1258,11,15109.32
1258,12,15054.95
1258,13,15061.19
1258,14,15072.67
1258,15,15008.06
1258,16,14995.5
1258,18,14995.23
1259,1,14995.23
1259,3,14995.23
1259,4,14995.23
1259,9,14992.54
1259,10,15013.96
1259,11,15017.83
1259,12,15049.72
1259,13,15091.92
1259,14,15087.04
1259,15,15123.05
1259,16,15179.89
1259,18,15176.08
1260,1,15176.08
1260,9,15178.08
1260,10,15185.84
1260,11,15105.2
1260,12,15107.28
1260,13,15085.98
1260,14,15062.75
1260,15,15060.9
1260,16,15071.49
1260,18,15070.18
1261,1,15070.18
1261,18,15070.18
1261,21,15070.18
1262,1,15070.18
1262,18,15070.18
1263,1,15070.18
1263,9,15078.71
1263,10,15229.22
1263,11,15248.2
1263,12,15233.14
1263,13,15230.86
1263,14,15240.6
1263,15,15126.69
1263,16,15180.66
1263,18,15179.85
1264,1,15179.85
1264,9,15186.3
1264,10,15235.0
1264,11,15284.64
1264,12,15286.81
1264,13,15318.23
1264,14,15316.85
1264,15,15334.6
1264,16,15316.3
1264,18,15318.23
1265,1,15318.23
1265,9,15315.47
1265,10,15285.77
1265,11,15302.58
1265,12,15305.31
1265,13,15290.54
1265,14,15307.9
1265,15,15152.15
1265,16,15127.82
1265,18,15112.19
1266,1,15112.19
1266,9,15105.51
1266,10,14949.78
1266,11,14908.72
1266,12,14909.92
1266,13,14893.77
1266,14,14881.4
1266,15,14762.84
1266,16,14764.97
1266,18,14758.32
1267,1,14758.32
1267,9,14760.62
1267,10,14807.33
1267,11,14796.04
1267,12,14715.69
1267,13,14796.96
1267,14,14749.6
1267,15,14806.3
1267,16,14801.68
1267,18,14799.4
1268,1,14799.4
1268,18,14799.4
1269,1,14799.4
1269,18,14799.4
1270,1,14799.4
1270,9,14795.79
1270,10,14588.97
1270,11,14621.65
1270,12,14594.74
1270,13,14624.2
1270,14,14680.74
1270,15,14731.32
1270,16,14665.69
1270,18,14659.56
1271,1,14659.56
1271,9,14669.69
1271,10,14734.75
1271,11,14771.63
1271,12,14765.55
1271,13,14766.32
1271,14,14747.47
1271,15,14761.31
1271,16,14761.68
1271,18,14760.31
1272,1,14760.31
1272,9,14769.99
1272,10,14882.14
1272,11,14861.4
1272,12,14838.8
1272,13,14862.52
1272,14,14903.3
1272,15,14925.59
1272,16,14917.26
1272,18,14910.14
1273,1,14910.14
1273,9,14921.28
1273,10,15050.97
1273,11,15059.34
1273,12,15041.25
1273,13,15023.42
1273,14,15021.87
1273,15,15031.49
1273,16,15030.58
1273,18,15024.49
1274,1,15024.49
1274,9,15016.58
1274,10,14905.12
1274,11,14984.5
1274,12,15006.44
1274,13,14969.53
1274,14,14992.22
1274,15,14968.44
1274,16,14921.75
1274,18,14909.6
1275,1,14909.6
1275,18,14909.6
1275,21,14909.6
1276,1,14909.6
1276,18,14909.6
1277,1,14909.6
1277,9,14911.6
1277,10,15036.22
1277,11,15051.13
1277,12,15069.71
1277,13,15062.9
1277,14,15025.96
1277,15,15038.53
1277,16,14973.01
1277,18,14974.96
1278,1,14974.96
1278,9,14973.04
1278,10,15022.75
1278,11,15046.85
1278,12,15035.23
1278,13,15018.18
1278,14,14961.84
1278,15,14909.32
1278,16,14938.68
1278,18,14932.41
1279,1,14932.41
1279,9,14923.73
1279,10,14917.94
1279,11,14920.31
1279,12,15003.94
1279,13,14984.47
1279,18,14988.55
1280,1,14988.55
1280,18,14988.55
1281,1,14988.55
1281,9,14995.46
1281,10,15052.91
1281,11,15005.0
1281,12,15047.96
1281,13,15081.92
1281,14,15083.78
1281,15,15111.12
1281,16,15130.51
1281,18,15135.84
1282,1,15135.84
1282,18,15135.84
1282,21,15135.84
1283,1,15135.84
1283,18,15135.84
1284,1,15135.84
1284,9,15137.22
1284,10,15238.27
1284,11,15237.74
1284,12,15203.72
1284,13,15201.06
1284,14,15232.96
1284,15,15239.06
1284,16,15224.21
1284,18,15224.69
1285,1,15224.69
1285,9,15228.46
1285,10,15299.28
1285,11,15278.56
1285,12,15286.99
1285,13,15306.91
1285,14,15301.31
1285,15,15297.43
1285,16,15306.8
1285,18,15300.34
1286,1,15300.34
1286,9,15298.03
1286,10,15317.72
1286,11,15281.22
1286,12,15272.51
1286,13,15273.79
1286,14,15274.38
1286,15,15272.37
1286,16,15292.63
1286,18,15291.66
1287,1,15291.66
1287,9,15298.0
1287,10,15432.98
1287,11,15425.93
1287,12,15435.21
1287,13,15420.94
1287,14,15422.0
1287,15,15448.4
1287,16,15474.74
1287,18,15460.92
1288,1,15460.92
1288,9,15460.69
1288,10,15471.03
1288,11,15481.84
1288,12,15452.11
1288,13,15422.57
1288,14,15446.67
1288,15,15424.89
1288,16,15458.11
1288,18,15464.3
1289,1,15464.3
1289,18,15464.3
1289,21,15464.3
1290,1,15464.3
1290,18,15464.3
1291,1,15464.3
1291,9,15459.69
1291,10,15457.05
1291,11,15472.42
1291,12,15475.34
1291,13,15475.91
1291,14,15487.75
1291,15,15504.57
1291,16,15485.38
1291,18,15484.26
1292,1,15484.26
1292,9,15485.03
1292,10,15465.68
1292,11,15460.98
1292,12,15442.3
1292,13,15439.43
1292,14,15440.04
1292,15,15448.38
1292,16,15449.63
1292,18,15451.85
1293,1,15451.85
1293,9,15456.92
1293,10,15468.28
1293,11,15469.06
1293,12,15449.94
1293,13,15465.36
1293,14,15468.08
1293,15,15445.76
1293,16,15471.31
1293,18,15470.52
1294,1,15470.52
1294,9,15465.91
1294,10,15538.93
1294,11,15585.08
1294,12,15571.61
1294,13,15552.64
1294,14,15549.9
1294,15,15554.99
1294,16,15546.2
1294,18,15548.54
1295,1,15548.54
1295,9,15524.27
1295,10,15499.23
1295,11,15522.38
1295,12,15512.24
1295,13,15518.57
1295,14,15524.0
1295,15,15523.84
1295,16,15542.47
1295,18,15543.74
1296,1,15543.74
1296,18,15543.74
1296,21,15543.74
1297,1,15543.74
1297,18,15543.74
1298,1,15543.74
1298,9,15543.97
1298,10,15526.46
1298,11,15548.95
1298,12,15556.13
1298,13,15560.46
1298,14,15536.2
1298,15,15548.13
1298,16,15542.8
1298,18,15545.55
1299,1,15545.55
1299,9,15547.0
1299,10,15595.35
1299,11,15558.63
1299,12,15563.24
1299,13,15564.61
1299,14,15584.76
1299,15,15595.37
1299,16,15573.27
1299,18,15567.74
1300,1,15567.74
1300,9,15576.69
1300,10,15548.64
1300,11,15539.85
1300,12,15550.3
1300,13,15512.12
1300,14,15508.32
1300,15,15530.77
1300,16,15541.05
1300,18,15542.24
1301,1,15542.24
1301,9,15539.17
1301,10,15495.66
1301,11,15488.92
1301,12,15473.49
1301,13,15546.08
1301,14,15539.89
1301,15,15513.21
1301,16,15551.09
1301,18,15555.61
1302,1,15555.61
1302,9,15547.85
1302,10,15486.55
1302,11,15414.33
1302,12,15446.51
1302,13,15473.67
1302,14,15502.15
1302,15,15520.4
1302,16,15555.19
1302,18,15558.83
1303,1,15558.83
1303,18,15558.83
1303,21,15558.83
1304,1,15558.83
1304,18,15558.83
1305,1,15558.83
1305,9,15557.14
1305,10,15536.68
1305,11,15527.43
1305,12,15492.33
1305,13,15511.35
1305,14,15510.99
1305,15,15535.2
1305,16,15518.33
1305,18,15521.97
1306,1,15521.97
1306,9,15534.49
1306,10,15568.33
1306,11,15539.61
1306,12,15547.57
1306,13,15536.15
1306,14,15499.09
1306,15,15511.45
1306,16,15534.48
1306,18,15520.59
1307,1,15520.59
1307,9,15527.2
1307,10,15569.42
1307,11,15618.54
1307,12,15582.34
1307,13,15538.1
1307,14,15530.81
1307,15,15595.9
1307,16,15513.13
1307,18,15499.54
1308,1,15499.54
1308,9,15503.85
1308,10,15620.91
1308,11,15619.98
1308,12,15622.85
1308,13,15614.44
1308,14,15626.5
1308,15,15628.27
1308,16,15622.43
1308,18,15628.02
1309,1,15628.02
1309,9,15627.56
1309,10,15572.49
1309,11,15569.98
1309,12,15603.8
1309,13,15611.08
1309,14,15613.78
1309,15,15620.08
1309,16,15644.05
1309,18,15658.36
1310,1,15658.36
1310,18,15658.36
1310,21,15658.36
1311,1,15658.36
1311,18,15658.36
1312,1,15658.36
1312,9,15651.98
1312,10,15601.33
1312,11,15619.38
1312,12,15607.95
1312,13,15608.44
1312,14,15609.62
1312,15,15612.09
1312,16,15612.28
1312,18,15612.13
1313,1,15612.13
1313,9,15608.44
1313,10,15528.57
1313,11,15479.42
1313,12,15519.09
1313,13,15530.76
1313,14,15512.73
1313,15,15518.57
1313,16,15512.07
1313,18,15518.74
1314,1,15518.74
1314,9,15516.21
1314,10,15435.56
1314,11,15448.09
1314,12,15439.77
1314,13,15467.17
1314,14,15465.66
1314,15,15461.37
1314,16,15472.02
1314,18,15470.67
1315,1,15470.67
1315,9,15477.27
1315,10,15511.56
1315,11,15431.71
1315,12,15456.14
1315,13,15519.03
1315,14,15517.94
1315,15,15508.21
1315,16,15500.91
1315,18,15498.32
1316,1,15498.32
1316,9,15496.63
1316,10,15501.82
1316,11,15426.42
1316,12,15385.1
1316,13,15408.4
1316,14,15438.01
1316,15,15432.01
1316,16,15421.18
1316,18,15425.51
1317,1,15425.51
1317,18,15425.51
1317,21,15425.51
1318,1,15425.51
1318,18,15425.51
1319,1,15425.51
1319,9,15415.22
1319,10,15398.97
1319,11,15437.97
1319,12,15415.83
1319,13,15409.44
1319,14,15391.45
1319,15,15408.86
1319,16,15422.31
1319,18,15419.68
1320,1,15419.68
1320,9,15420.68
1320,10,15395.71
1320,11,15356.32
1320,12,15391.28
1320,13,15465.38
1320,14,15479.06
1320,15,15462.81
1320,16,15451.15
1320,18,15451.01
1321,1,15451.01
1321,9,15447.71
1321,10,15408.55
1321,11,15366.02
1321,12,15368.24
1321,13,15361.9
1321,14,15337.93
1321,15,15347.26
1321,16,15338.32
1321,18,15337.66
1322,1,15337.66
1322,9,15332.71
1322,10,15140.91
1322,11,15118.81
1322,12,15149.0
1322,13,15144.59
1322,14,15122.27
1322,15,15127.88
1322,16,15114.11
1322,18,15112.19
1323,1,15112.19
1323,9,15112.57
1323,10,15113.88
1323,11,15131.38
1323,12,15123.6
1323,13,15091.18
1323,14,15073.31
1323,15,15107.74
1323,16,15091.21
1323,18,15081.47
1324,1,15081.47
1324,18,15081.47
1324,21,15081.47
1325,1,15081.47
1325,18,15081.47
1326,1,15081.47
1326,9,15076.79
1326,10,15086.56
1326,11,15087.51
1326,12,15067.92
1326,13,15079.19
1326,14,15052.39
1326,15,15044.48
1326,16,15016.1
1326,18,15010.74
1327,1,15010.74
1327,9,15011.82
1327,10,15010.29
1327,11,15048.02
1327,12,15069.31
1327,13,15061.83
1327,14,15058.23
1327,15,15042.88
1327,16,15013.81
1327,18,15002.99
1328,1,15002.99
1328,9,14993.81
1328,10,14964.11
1328,11,14965.43
1328,12,14929.29
1328,13,14950.59
1328,14,14952.72
1328,15,14998.02
1328,16,14894.88
1328,18,14897.55
1329,1,14897.55
1329,9,14908.6
1329,10,14924.57
1329,11,14947.71
1329,12,14944.61
1329,13,14931.77
1329,14,14959.73
1329,15,14957.37
1329,16,14967.44
1329,18,14963.74
1330,1,14963.74
1330,9,14988.78
1330,10,14970.96
1330,11,14990.09
1330,12,14967.42
1330,13,14986.17
1330,14,14988.65
1330,15,14992.25
1330,16,15013.17
1330,18,15010.51
1331,1,15010.51
1331,18,15010.51
1331,21,15010.51
1332,1,15010.51
1332,18,15010.51
1333,1,15010.51
1333,9,15014.58
1333,10,15015.94
1333,11,15042.69
1333,12,15038.66
1333,13,15040.29
1333,14,15023.75
1333,15,15029.39
1333,16,14957.11
1333,18,14946.46
1334,1,14946.46
1334,9,14939.25
1334,10,14881.33
1334,11,14859.12
1334,12,14855.25
1334,13,14818.34
1334,14,14822.9
1334,15,14802.99
1334,16,14779.98
1334,18,14776.13
1335,1,14776.13
1335,9,14770.99
1335,10,14790.59
1335,11,14819.2
1335,12,14840.66
1335,13,14856.03
1335,14,14853.66
1335,15,14832.53
1335,16,14830.43
1335,18,14824.51
1336,1,14824.51
1336,9,14817.91
1336,10,14855.4
1336,11,14901.62
1336,12,14909.39
1336,13,14891.05
1336,14,14859.39
1336,15,14874.85
1336,16,14842.68
1336,18,14840.95
1337,1,14840.95
1337,9,14844.1
1337,10,14826.61
1337,11,14798.36
1337,12,14784.87
1337,13,14802.24
1337,14,14804.02
1337,15,14822.43
1337,16,14808.51
1337,18,14810.31
1338,1,14810.31
1338,18,14810.31
1338,21,14810.31
1339,1,14810.31
1339,18,14810.31
1340,1,14810.31
1340,18,14810.31
1341,1,14810.31
1341,9,14801.55
1341,10,14903.74
1341,11,14893.56
1341,12,14827.52
1341,13,14795.73
1341,14,14783.17
1341,15,14806.37
1341,16,14823.17
1341,18,14833.96
1342,1,14833.96
1342,9,14832.42
1342,10,14850.04
1342,11,14904.17
1342,12,14944.55
1342,13,14943.1
1342,14,14937.03
1342,15,14945.54
1342,16,14927.39
1342,18,14930.87
1343,1,14930.87
1343,9,14929.49
1343,10,14980.14
1343,11,14934.33
1343,12,14950.25
1343,13,14945.41
1343,14,14945.77
1343,15,14952.53
1343,16,14935.66
1343,18,14937.48
1344,1,14937.48
1344,9,14941.55
1344,10,14828.42
1344,11,14933.81
1344,12,14969.9
1344,13,14954.89
1344,14,15000.33
1344,15,14978.64
1344,16,14920.61
1344,18,14922.5
1345,1,14922.5
1345,18,14922.5
1345,21,14922.5
1346,1,14922.5
1346,13,14922.5
1346,18,14922.5
1347,1,14922.5
1347,9,14927.19
1347,10,15023.02
1347,11,15010.92
1347,12,15018.76
1347,13,15041.31
1347,14,15052.92
1347,15,15071.05
1347,16,15060.17
1347,18,15063.12
1348,1,15063.12
1348,9,15067.23
1348,10,15140.91
1348,11,15177.73
1348,12,15150.55
1348,13,15163.16
1348,14,15167.85
1348,15,15177.22
1348,16,15188.13
1348,18,15191.06
1349,1,15191.06
1349,9,15194.13
1349,10,15219.75
1349,11,15234.64
1349,12,15279.13
1349,13,15286.96
1349,14,15297.54
1349,15,15288.97
1349,16,15319.06
1349,18,15326.6
1350,1,15326.6
1350,9,15327.14
1350,10,15326.45
1350,11,15327.19
1350,12,15311.71
1350,13,15308.74
1350,14,15323.75
1350,15,15328.34
1350,16,15295.02
1350,18,15300.64
1351,1,15300.64
1351,9,15312.86
1351,10,15365.76
1351,11,15356.33
1351,12,15367.94
1351,13,15357.91
1351,14,15372.66
1351,15,15370.6
1351,16,15372.58
1351,18,15376.06
1352,1,15376.06
1352,18,15376.06
1353,1,15376.06
1353,18,15376.06
1354,1,15376.06
1354,2,15376.06
1354,9,15381.36
1354,10,15522.78
1354,11,15528.23
1354,12,15535.41
1354,13,15525.76
1354,14,15509.48
1354,15,15486.91
1354,16,15493.43
1354,18,15494.78
1355,1,15494.78
1355,9,15503.15
1355,10,15542.67
1355,11,15532.66
1355,12,15539.54
1355,13,15547.93
1355,14,15539.81
1355,15,15534.46
1355,16,15530.56
1355,18,15529.73
1356,1,15529.73
1356,9,15533.03
1356,10,15509.54
1356,11,15491.32
1356,12,15486.64
1356,13,15484.4
1356,14,15485.43
1356,15,15699.84
1356,16,15669.29
1356,18,15676.94
1357,1,15676.94
1357,9,15677.86
1357,10,15676.6
1357,11,15660.7
1357,12,15639.16
1357,13,15641.86
1357,14,15627.99
1357,15,15643.87
1357,16,15635.32
1357,18,15636.55
1358,1,15636.55
1358,9,15635.09
1358,10,15614.15
1358,11,15615.7
1358,12,15568.74
1358,13,15562.76
1358,14,15522.82
1358,15,15521.64
1358,16,15474.91
1358,18,15451.09
1359,1,15451.09
1359,18,15451.09
1359,21,15451.09
1360,1,15451.09
1360,18,15451.09
1361,1,15451.09
1361,2,15451.09
1361,9,15452.31
1361,10,15431.37
1361,11,15373.75
1361,12,15390.91
1361,13,15415.11
1361,14,15425.79
1361,15,15414.59
1361,16,15403.46
1361,18,15401.38
1362,1,15401.38
1362,9,15402.54
1362,10,15386.14
1362,11,15417.86
1362,12,15419.65
1362,13,15424.12
1362,14,15418.83
1362,15,15394.01
1362,16,15337.54
1362,18,15334.59
1363,1,15334.59
1363,9,15339.02
1363,10,15325.91
1363,11,15335.69
1363,12,15361.24
1363,13,15321.51
1363,14,15289.05
1363,15,15289.37
1363,16,15278.87
1363,18,15273.26
1364,1,15273.26
1364,9,15274.42
1364,10,15359.98
1364,11,15313.0
1364,12,15319.17
1364,13,15322.36
